Jurisdiction,TAZNUM,Type,Subarea,SubareaName
BELLEVUE,586,Regular,11,Southeast Bellevue
BELLEVUE,587,Regular,11,Southeast Bellevue
BELLEVUE,588,Regular,11,Southeast Bellevue
BELLEVUE,589,Regular,11,Southeast Bellevue
BELLEVUE,590,Regular,13,Factoria
BELLEVUE,591,Regular,13,Factoria
BELLEVUE,592,Regular,14,Newport Hills
BELLEVUE,593,Elementary School,14,Newport Hills
BELLEVUE,594,Regular,14,Newport Hills
BELLEVUE,595,Regular,14,Newport Hills
BELLEVUE,596,Regular,14,Newport Hills
BELLEVUE,597,Regular,14,Newport Hills
BELLEVUE,598,Regular,14,Newport Hills
BELLEVUE,599,Regular,14,Newport Hills
BELLEVUE,600,Regular,14,Newport Hills
BELLEVUE,601,Regular,14,Newport Hills
BELLEVUE,602,Regular,14,Newport Hills
BELLEVUE,603,Regular,14,Newport Hills
BELLEVUE,604,Regular,14,Newport Hills
BELLEVUE,605,Regular,14,Newport Hills
BELLEVUE,606,Elementary School,14,Newport Hills
BELLEVUE,607,Regular,14,Newport Hills
BELLEVUE,608,Regular,14,Newport Hills
BELLEVUE,609,Middle School,14,Newport Hills
BELLEVUE,610,Park,14,Newport Hills
BELLEVUE,611,Regular,14,Newport Hills
BELLEVUE,612,Regular,14,Newport Hills
BELLEVUE,613,Regular,14,Newport Hills
BELLEVUE,614,Regular,14,Newport Hills
BELLEVUE,615,Regular,14,Newport Hills
BELLEVUE,616,Regular,14,Newport Hills
BellevueFringe,617,Regular,50,Fringe KC
BellevueFringe,618,Regular,50,Fringe KC
BellevueFringe,619,Regular,50,Fringe KC
BellevueFringe,620,Regular,50,Fringe KC
BellevueFringe,621,Regular,50,Fringe KC
BellevueFringe,622,Regular,50,Fringe KC
BellevueFringe,623,Regular,50,Fringe KC
BellevueFringe,624,Regular,50,Fringe KC
BellevueFringe,625,Regular,50,Fringe KC
BellevueFringe,626,Park,50,Fringe KC
BellevueFringe,627,Regular,50,Fringe KC
BellevueFringe,628,Regular,50,Fringe KC
BellevueFringe,629,Elementary School,50,Fringe KC
BellevueFringe,630,Middle School,50,Fringe KC
BellevueFringe,631,Regular,50,Fringe KC
BellevueFringe,632,Regular,50,Fringe KC
BellevueFringe,633,Elementary School,50,Fringe KC
BellevueFringe,634,Regular,50,Fringe KC
BellevueFringe,635,Regular,50,Fringe KC
BellevueFringe,636,Regular,47,Fringe KC
BellevueFringe,637,Regular,47,Fringe KC
BellevueFringe,638,Regular,47,Fringe KC
BellevueFringe,639,Regular,48,Fringe KC
BellevueFringe,640,Regular,48,Fringe KC
BellevueFringe,641,Park,48,Fringe KC
BellevueFringe,642,Regular,48,Fringe KC
BellevueFringe,643,Park,48,Fringe KC
BellevueFringe,644,Regular,49,Fringe KC
BellevueFringe,645,Regular,49,Fringe KC
BellevueFringe,646,Regular,49,Fringe KC
BellevueFringe,647,Regular,49,Fringe KC
BellevueFringe,648,Regular,49,Fringe KC
BellevueFringe,649,Regular,49,Fringe KC
BellevueFringe,650,Regular,49,Fringe KC
BellevueFringe,651,Regular,49,Fringe KC
BellevueFringe,652,Regular,49,Fringe KC
BellevueFringe,653,Regular,49,Fringe KC
BellevueFringe,654,Regular,49,Fringe KC
BellevueFringe,655,Regular,49,Fringe KC
BellevueFringe,656,Regular,49,Fringe KC
BellevueFringe,657,Regular,49,Fringe KC
BellevueFringe,658,Regular,7,South Bellevue
KIRKLAND,681,Regular,25,Lakeview
KIRKLAND,682,Regular,25,Lakeview
KIRKLAND,683,Regular,25,Lakeview
KIRKLAND,684,Regular,25,Lakeview
KIRKLAND,685,Regular,25,Lakeview
KIRKLAND,686,Regular,21,Central Houghton
KIRKLAND,687,Regular,21,Central Houghton
KIRKLAND,688,Park,21,Central Houghton
KIRKLAND,689,Regular,15,Bridle Trails
KIRKLAND,690,Regular,21,Central Houghton
KIRKLAND,691,High School,21,Central Houghton
KIRKLAND,692,Regular,21,Central Houghton
KIRKLAND,693,Regular,25,Lakeview
KIRKLAND,694,Regular,25,Lakeview
KIRKLAND,695,Regular,25,Lakeview
KIRKLAND,696,Regular,25,Lakeview
KIRKLAND,697,Regular,21,Central Houghton
KIRKLAND,698,College,21,Central Houghton
KIRKLAND,699,Regular,21,Central Houghton
KIRKLAND,700,Regular,21,Central Houghton
KIRKLAND,701,Regular,25,Lakeview
KIRKLAND,702,Regular,25,Lakeview
KIRKLAND,703,Regular,25,Lakeview
KIRKLAND,704,Regular,25,Lakeview
KIRKLAND,705,Regular,25,Lakeview
KIRKLAND,706,Regular,25,Lakeview
KIRKLAND,707,Regular,25,Lakeview
KIRKLAND,708,Regular,21,Central Houghton
KIRKLAND,709,Regular,21,Central Houghton
KIRKLAND,710,Regular,21,Central Houghton
KIRKLAND,711,Regular,21,Central Houghton
KIRKLAND,712,Middle School,21,Central Houghton
KIRKLAND,713,Regular,15,Bridle Trails
KIRKLAND,714,Regular,15,Bridle Trails
KIRKLAND,715,Regular,15,Bridle Trails
KIRKLAND,716,Regular,15,Bridle Trails
KIRKLAND,717,Regular,15,Bridle Trails
KIRKLAND,718,Elementary School,15,Bridle Trails
KIRKLAND,719,Regular,15,Bridle Trails
KIRKLAND,720,Regular,15,Bridle Trails
KIRKLAND,721,Regular,15,Bridle Trails
KIRKLAND,722,Regular,15,Bridle Trails
KIRKLAND,723,Regular,16,South Rose Hill
KIRKLAND,724,Regular,16,South Rose Hill
KIRKLAND,725,Regular,16,South Rose Hill
KIRKLAND,726,Regular,16,South Rose Hill
KIRKLAND,727,Regular,16,South Rose Hill
KIRKLAND,728,Regular,16,South Rose Hill
KIRKLAND,729,Regular,16,South Rose Hill
KIRKLAND,730,High School,16,South Rose Hill
KIRKLAND,731,Regular,16,South Rose Hill
KIRKLAND,732,Regular,29,Everest
KIRKLAND,733,Regular,29,Everest
KIRKLAND,734,Regular,29,Everest
KIRKLAND,735,Regular,29,Everest
KIRKLAND,736,Regular,29,Everest
KIRKLAND,737,Regular,28,Moss Bay
KIRKLAND,738,Regular,28,Moss Bay
KIRKLAND,739,Regular,28,Moss Bay
KIRKLAND,740,Regular,28,Moss Bay
KIRKLAND,741,Regular,28,Moss Bay
KIRKLAND,742,Regular,28,Moss Bay
KIRKLAND,743,Regular,28,Moss Bay
KIRKLAND,744,Regular,28,Moss Bay
KIRKLAND,745,Regular,28,Moss Bay
KIRKLAND,746,Regular,28,Moss Bay
KIRKLAND,747,Regular,28,Moss Bay
KIRKLAND,748,Regular,28,Moss Bay
KIRKLAND,749,Regular,28,Moss Bay
KIRKLAND,750,Park,28,Moss Bay
KIRKLAND,751,Regular,28,Moss Bay
KIRKLAND,752,Regular,28,Moss Bay
KIRKLAND,753,Regular,28,Moss Bay
KIRKLAND,754,Regular,28,Moss Bay
KIRKLAND,755,Regular,29,Everest
KIRKLAND,756,Regular,16,South Rose Hill
KIRKLAND,757,Regular,16,South Rose Hill
KIRKLAND,758,Regular,16,South Rose Hill
KIRKLAND,759,Regular,16,South Rose Hill
KIRKLAND,760,Regular,16,South Rose Hill
KIRKLAND,761,Regular,16,South Rose Hill
KIRKLAND,762,Elementary School,16,South Rose Hill
KIRKLAND,763,Regular,16,South Rose Hill
KIRKLAND,764,Regular,19,North Rose Hill
KIRKLAND,765,Regular,19,North Rose Hill
KIRKLAND,766,Regular,19,North Rose Hill
KIRKLAND,767,Regular,19,North Rose Hill
KIRKLAND,768,Regular,17,Norkirk
KIRKLAND,769,Regular,17,Norkirk
KIRKLAND,770,Regular,17,Norkirk
KIRKLAND,771,Regular,26,Market
KIRKLAND,772,Regular,17,Norkirk
KIRKLAND,773,Regular,17,Norkirk
KIRKLAND,774,Regular,17,Norkirk
KIRKLAND,775,Elementary School,17,Norkirk
KIRKLAND,776,Regular,18,Highlands
KIRKLAND,777,Regular,19,North Rose Hill
KIRKLAND,778,Regular,19,North Rose Hill
KIRKLAND,779,Elementary School,19,North Rose Hill
KIRKLAND,780,Regular,19,North Rose Hill
KIRKLAND,781,Regular,19,North Rose Hill
KIRKLAND,782,Regular,19,North Rose Hill
KIRKLAND,783,Regular,19,North Rose Hill
KIRKLAND,784,Regular,18,Highlands
KIRKLAND,785,Regular,17,Norkirk
KIRKLAND,786,Park,17,Norkirk
KIRKLAND,787,Middle School,17,Norkirk
KIRKLAND,788,Regular,17,Norkirk
KIRKLAND,789,Regular,17,Norkirk
KIRKLAND,790,Regular,26,Market
KIRKLAND,791,Park,26,Market
KIRKLAND,792,Regular,27,South Juanita
KIRKLAND,793,Regular,27,South Juanita
KIRKLAND,794,Regular,27,South Juanita
KIRKLAND,795,Regular,20,Totem Lake
KIRKLAND,796,Regular,20,Totem Lake
KIRKLAND,797,Regular,19,North Rose Hill
KIRKLAND,798,Regular,19,North Rose Hill
KIRKLAND,799,Regular,19,North Rose Hill
KIRKLAND,800,College,19,North Rose Hill
KIRKLAND,801,Regular,19,North Rose Hill
KIRKLAND,802,Regular,20,Totem Lake
KIRKLAND,803,Regular,20,Totem Lake
KIRKLAND,804,Regular,20,Totem Lake
KIRKLAND,805,Regular,27,South Juanita
KIRKLAND,806,Elementary School,27,South Juanita
KIRKLAND,807,Regular,27,South Juanita
KIRKLAND,808,Regular,27,South Juanita
KIRKLAND,809,Regular,27,South Juanita
KIRKLAND,810,Regular,20,Totem Lake
KIRKLAND,811,Regular,20,Totem Lake
KIRKLAND,812,Regular,27,South Juanita
KIRKLAND,813,Regular,27,South Juanita
KIRKLAND,814,Regular,27,South Juanita
KIRKLAND,815,Regular,27,South Juanita
KIRKLAND,816,Park,27,South Juanita
KIRKLAND,817,Regular,27,South Juanita
KIRKLAND,818,Regular,27,South Juanita
KIRKLAND,819,Regular,24,Finn Hill
KIRKLAND,820,Regular,24,Finn Hill
KIRKLAND,821,Regular,0,
KIRKLAND,822,Regular,24,Finn Hill
KIRKLAND,823,Regular,24,Finn Hill
KIRKLAND,824,Regular,24,Finn Hill
KIRKLAND,825,Park,24,Finn Hill
KIRKLAND,826,Park,24,Finn Hill
KIRKLAND,827,Regular,24,Finn Hill
KIRKLAND,828,Regular,24,Finn Hill
KIRKLAND,829,Regular,24,Finn Hill
KIRKLAND,830,Regular,24,Finn Hill
KIRKLAND,831,Regular,24,Finn Hill
KIRKLAND,832,Park,24,Finn Hill
KIRKLAND,833,Regular,24,Finn Hill
KIRKLAND,834,Regular,24,Finn Hill
KIRKLAND,835,Regular,24,Finn Hill
KIRKLAND,836,Middle School,24,Finn Hill
KIRKLAND,837,Regular,24,Finn Hill
KIRKLAND,838,Elementary School,24,Finn Hill
KIRKLAND,839,Regular,24,Finn Hill
KIRKLAND,840,Regular,24,Finn Hill
KIRKLAND,841,Regular,24,Finn Hill
KIRKLAND,842,Regular,24,Finn Hill
KIRKLAND,843,Regular,24,Finn Hill
KIRKLAND,844,Regular,24,Finn Hill
KIRKLAND,845,Regular,24,Finn Hill
KIRKLAND,846,Regular,24,Finn Hill
KIRKLAND,847,Regular,24,Finn Hill
KIRKLAND,848,Regular,23,North Juanita
KIRKLAND,849,Regular,23,North Juanita
KIRKLAND,850,Elementary School,23,North Juanita
KIRKLAND,851,Regular,24,Finn Hill
KIRKLAND,852,Regular,24,Finn Hill
KIRKLAND,853,Regular,24,Finn Hill
KIRKLAND,854,Regular,23,North Juanita
KIRKLAND,855,Regular,23,North Juanita
KIRKLAND,856,Regular,23,North Juanita
KIRKLAND,857,Elementary School,23,North Juanita
KIRKLAND,858,Regular,23,North Juanita
KIRKLAND,859,Regular,23,North Juanita
KIRKLAND,860,Regular,23,North Juanita
KIRKLAND,861,Regular,23,North Juanita
KIRKLAND,862,Regular,23,North Juanita
KIRKLAND,863,Regular,23,North Juanita
KIRKLAND,864,High School,23,North Juanita
KIRKLAND,865,Regular,20,Totem Lake
KIRKLAND,866,Regular,23,North Juanita
KIRKLAND,867,Regular,23,North Juanita
KIRKLAND,868,Regular,20,Totem Lake
KIRKLAND,869,Regular,20,Totem Lake
KIRKLAND,870,Regular,20,Totem Lake
KIRKLAND,871,Regular,20,Totem Lake
KIRKLAND,872,Regular,20,Totem Lake
KIRKLAND,873,Regular,20,Totem Lake
KIRKLAND,874,Regular,20,Totem Lake
KIRKLAND,875,Regular,19,North Rose Hill
KIRKLAND,876,Regular,20,Totem Lake
KIRKLAND,877,Regular,20,Totem Lake
KIRKLAND,878,Regular,20,Totem Lake
KIRKLAND,879,Regular,20,Totem Lake
KIRKLAND,880,Regular,20,Totem Lake
KIRKLAND,881,Regular,20,Totem Lake
KIRKLAND,882,Regular,20,Totem Lake
KIRKLAND,883,Regular,22,Kingsgate
KIRKLAND,884,Regular,22,Kingsgate
KIRKLAND,885,Regular,22,Kingsgate
KIRKLAND,886,Regular,22,Kingsgate
KIRKLAND,887,Regular,22,Kingsgate
KIRKLAND,888,Regular,22,Kingsgate
KIRKLAND,889,Elementary School,22,Kingsgate
KIRKLAND,890,Regular,22,Kingsgate
KIRKLAND,891,Regular,22,Kingsgate
KIRKLAND,892,Elementary School,22,Kingsgate
KIRKLAND,893,Regular,22,Kingsgate
KIRKLAND,894,Regular,22,Kingsgate
KIRKLAND,895,Middle School,22,Kingsgate
KIRKLAND,896,Regular,22,Kingsgate
KIRKLAND,897,Regular,22,Kingsgate
KirklandFringe,898,Park,15,Bridle Trails
KirklandFringe,899,Park,42,Fringe KC
KirklandFringe,900,College,42,Fringe KC
KirklandFringe,901,Regular,42,Fringe KC
KirklandFringe,902,Regular,42,Fringe KC
KirklandFringe,903,Regular,42,Fringe KC
KirklandFringe,904,Regular,42,Fringe KC
KirklandFringe,905,Regular,43,Fringe KC
KirklandFringe,906,Regular,43,Fringe KC
KirklandFringe,907,Regular,43,Fringe KC
KirklandFringe,908,Regular,43,Fringe KC
KirklandFringe,909,Regular,41,Fringe KC
KirklandFringe,910,Regular,43,Fringe KC
KirklandFringe,911,Regular,43,Fringe KC
KirklandFringe,912,Regular,43,Fringe KC
KirklandFringe,913,Regular,43,Fringe KC
KirklandFringe,914,Regular,42,Fringe KC
KirklandFringe,915,Regular,42,Fringe KC
KirklandFringe,916,Regular,42,Fringe KC
KirklandFringe,917,Regular,43,Fringe KC
KirklandFringe,918,Regular,43,Fringe KC
REDMOND,931,Regular,31,Overlake
REDMOND,932,Regular,31,Overlake
REDMOND,933,Regular,31,Overlake
REDMOND,934,Regular,31,Overlake
REDMOND,935,Regular,31,Overlake
REDMOND,936,Regular,31,Overlake
REDMOND,937,Regular,31,Overlake
REDMOND,938,Regular,31,Overlake
REDMOND,939,Regular,31,Overlake
REDMOND,940,Regular,31,Overlake
REDMOND,941,Regular,31,Overlake
REDMOND,942,Regular,31,Overlake
REDMOND,943,Regular,31,Overlake
REDMOND,944,Regular,31,Overlake
REDMOND,945,Regular,31,Overlake
REDMOND,946,Regular,31,Overlake
REDMOND,947,Regular,31,Overlake
REDMOND,948,Regular,31,Overlake
REDMOND,949,Regular,31,Overlake
REDMOND,950,Regular,31,Overlake
REDMOND,951,Regular,31,Overlake
REDMOND,952,Regular,31,Overlake
REDMOND,953,Regular,31,Overlake
REDMOND,954,Regular,31,Overlake
REDMOND,955,Regular,31,Overlake
REDMOND,956,Regular,31,Overlake
REDMOND,957,Regular,31,Overlake
REDMOND,958,Regular,31,Overlake
REDMOND,959,Regular,31,Overlake
REDMOND,960,Regular,31,Overlake
REDMOND,961,Regular,30,Idylwood
REDMOND,962,Regular,30,Idylwood
REDMOND,963,Regular,30,Idylwood
REDMOND,964,Regular,30,Idylwood
REDMOND,965,Regular,30,Idylwood
REDMOND,966,Regular,30,Idylwood
REDMOND,967,Regular,30,Idylwood
REDMOND,968,Regular,30,Idylwood
REDMOND,969,Regular,30,Idylwood
REDMOND,970,Regular,30,Idylwood
REDMOND,971,Regular,30,Idylwood
REDMOND,972,Elementary School,30,Idylwood
REDMOND,973,Regular,30,Idylwood
REDMOND,974,Regular,30,Idylwood
REDMOND,975,Regular,30,Idylwood
REDMOND,976,Regular,31,Overlake
REDMOND,977,Regular,31,Overlake
REDMOND,978,Regular,31,Overlake
REDMOND,979,Regular,31,Overlake
REDMOND,980,Regular,31,Overlake
REDMOND,981,Regular,31,Overlake
REDMOND,982,Regular,31,Overlake
REDMOND,983,Regular,31,Overlake
REDMOND,984,Regular,31,Overlake
REDMOND,985,Regular,31,Overlake
REDMOND,986,Regular,31,Overlake
REDMOND,987,Regular,32,Grass Lawn
REDMOND,988,Regular,32,Grass Lawn
REDMOND,989,Regular,32,Grass Lawn
REDMOND,990,Regular,32,Grass Lawn
REDMOND,991,Elementary School,32,Grass Lawn
REDMOND,992,Regular,32,Grass Lawn
REDMOND,993,Regular,32,Grass Lawn
REDMOND,994,Park,32,Grass Lawn
REDMOND,995,Regular,32,Grass Lawn
REDMOND,996,Regular,32,Grass Lawn
REDMOND,997,Regular,32,Grass Lawn
REDMOND,998,Regular,32,Grass Lawn
REDMOND,999,Middle School,32,Grass Lawn
REDMOND,1000,Regular,32,Grass Lawn
REDMOND,1001,Regular,32,Grass Lawn
REDMOND,1002,Regular,32,Grass Lawn
REDMOND,1003,Regular,32,Grass Lawn
REDMOND,1004,Regular,32,Grass Lawn
REDMOND,1005,Regular,32,Grass Lawn
REDMOND,1006,Regular,32,Grass Lawn
REDMOND,1007,Regular,38,Willows / Rose Hill
REDMOND,1008,Regular,38,Willows / Rose Hill
REDMOND,1009,Regular,38,Willows / Rose Hill
REDMOND,1010,Regular,38,Willows / Rose Hill
REDMOND,1011,Regular,38,Willows / Rose Hill
REDMOND,1012,Regular,32,Grass Lawn
REDMOND,1013,Regular,38,Willows / Rose Hill
REDMOND,1014,Regular,38,Willows / Rose Hill
REDMOND,1015,Regular,38,Willows / Rose Hill
REDMOND,1016,Regular,38,Willows / Rose Hill
REDMOND,1017,Regular,38,Willows / Rose Hill
REDMOND,1018,Regular,38,Willows / Rose Hill
REDMOND,1019,Regular,38,Willows / Rose Hill
REDMOND,1020,Regular,38,Willows / Rose Hill
REDMOND,1021,Regular,38,Willows / Rose Hill
REDMOND,1022,Regular,38,Willows / Rose Hill
REDMOND,1023,Regular,38,Willows / Rose Hill
REDMOND,1024,Regular,37,Sammamish Valley
REDMOND,1025,Park,37,Sammamish Valley
REDMOND,1026,Regular,39,North Redmond
REDMOND,1027,Regular,36,Education Hill
REDMOND,1028,Regular,37,Sammamish Valley
REDMOND,1029,Regular,35,Downtown
REDMOND,1030,Regular,35,Downtown
REDMOND,1031,Regular,35,Downtown
REDMOND,1032,Regular,35,Downtown
REDMOND,1033,Regular,35,Downtown
REDMOND,1034,Regular,37,Sammamish Valley
REDMOND,1035,Regular,37,Sammamish Valley
REDMOND,1036,Regular,37,Sammamish Valley
REDMOND,1037,Regular,35,Downtown
REDMOND,1038,Regular,35,Downtown
REDMOND,1039,Regular,35,Downtown
REDMOND,1040,Regular,35,Downtown
REDMOND,1041,Regular,36,Education Hill
REDMOND,1042,Regular,35,Downtown
REDMOND,1043,Regular,35,Downtown
REDMOND,1044,Regular,35,Downtown
REDMOND,1045,Regular,35,Downtown
REDMOND,1046,Regular,35,Downtown
REDMOND,1047,Regular,35,Downtown
REDMOND,1048,Regular,35,Downtown
REDMOND,1049,Regular,35,Downtown
REDMOND,1050,Regular,35,Downtown
REDMOND,1051,Regular,35,Downtown
REDMOND,1052,Elementary School,35,Downtown
REDMOND,1053,Regular,35,Downtown
REDMOND,1054,Regular,35,Downtown
REDMOND,1055,Regular,35,Downtown
REDMOND,1056,Regular,35,Downtown
REDMOND,1057,Regular,35,Downtown
REDMOND,1058,Regular,35,Downtown
REDMOND,1059,Regular,35,Downtown
REDMOND,1060,Regular,35,Downtown
REDMOND,1061,Regular,35,Downtown
REDMOND,1062,Regular,35,Downtown
REDMOND,1063,Regular,35,Downtown
REDMOND,1064,Regular,35,Downtown
REDMOND,1065,Regular,35,Downtown
REDMOND,1066,Regular,35,Downtown
REDMOND,1067,Regular,35,Downtown
REDMOND,1068,Regular,35,Downtown
REDMOND,1069,Regular,35,Downtown
REDMOND,1070,Regular,35,Downtown
REDMOND,1071,Regular,35,Downtown
REDMOND,1072,Regular,35,Downtown
REDMOND,1073,Regular,35,Downtown
REDMOND,1074,Regular,35,Downtown
REDMOND,1075,Regular,35,Downtown
REDMOND,1076,Regular,35,Downtown
REDMOND,1077,Park,35,Downtown
REDMOND,1078,Regular,35,Downtown
REDMOND,1079,Regular,35,Downtown
REDMOND,1080,Regular,35,Downtown
REDMOND,1081,Regular,35,Downtown
REDMOND,1082,Regular,35,Downtown
REDMOND,1083,Regular,35,Downtown
REDMOND,1084,Regular,35,Downtown
REDMOND,1085,Regular,35,Downtown
REDMOND,1086,Regular,35,Downtown
REDMOND,1087,Regular,35,Downtown
REDMOND,1088,Regular,35,Downtown
REDMOND,1089,Park,35,Downtown
REDMOND,1090,Regular,35,Downtown
REDMOND,1091,Park,33,SE Redmond
REDMOND,1092,Regular,33,SE Redmond
REDMOND,1093,Regular,33,SE Redmond
REDMOND,1094,Regular,33,SE Redmond
REDMOND,1095,Regular,33,SE Redmond
REDMOND,1096,Regular,33,SE Redmond
REDMOND,1097,Regular,33,SE Redmond
REDMOND,1098,Regular,35,Downtown
REDMOND,1099,Regular,35,Downtown
REDMOND,1100,Regular,35,Downtown
REDMOND,1101,Regular,35,Downtown
REDMOND,1102,Regular,35,Downtown
REDMOND,1103,Regular,36,Education Hill
REDMOND,1104,Park,35,Downtown
REDMOND,1105,Regular,33,SE Redmond
REDMOND,1106,Regular,33,SE Redmond
REDMOND,1107,Regular,33,SE Redmond
REDMOND,1108,Regular,33,SE Redmond
REDMOND,1109,Regular,33,SE Redmond
REDMOND,1110,Regular,33,SE Redmond
REDMOND,1111,Regular,33,SE Redmond
REDMOND,1112,Regular,33,SE Redmond
REDMOND,1113,Regular,33,SE Redmond
REDMOND,1114,Regular,33,SE Redmond
REDMOND,1115,Regular,33,SE Redmond
REDMOND,1116,Regular,33,SE Redmond
REDMOND,1117,Regular,33,SE Redmond
REDMOND,1118,Regular,33,SE Redmond
REDMOND,1119,Regular,33,SE Redmond
REDMOND,1120,Regular,33,SE Redmond
REDMOND,1121,Regular,33,SE Redmond
REDMOND,1122,Regular,33,SE Redmond
REDMOND,1123,Regular,33,SE Redmond
REDMOND,1124,Regular,33,SE Redmond
REDMOND,1125,Regular,33,SE Redmond
REDMOND,1126,Regular,33,SE Redmond
REDMOND,1127,Regular,33,SE Redmond
REDMOND,1128,Regular,33,SE Redmond
REDMOND,1129,Regular,33,SE Redmond
REDMOND,1130,Regular,33,SE Redmond
REDMOND,1131,Park,34,Bear Creek
REDMOND,1132,Regular,34,Bear Creek
REDMOND,1133,Regular,33,SE Redmond
REDMOND,1134,Regular,33,SE Redmond
REDMOND,1135,Regular,34,Bear Creek
REDMOND,1136,Regular,36,Education Hill
REDMOND,1137,Regular,36,Education Hill
REDMOND,1138,Regular,36,Education Hill
REDMOND,1139,Regular,36,Education Hill
REDMOND,1140,Regular,36,Education Hill
REDMOND,1141,Regular,36,Education Hill
REDMOND,1142,Regular,34,Bear Creek
REDMOND,1143,Regular,34,Bear Creek
REDMOND,1144,Regular,34,Bear Creek
REDMOND,1145,Regular,34,Bear Creek
REDMOND,1146,Regular,34,Bear Creek
REDMOND,1147,Regular,34,Bear Creek
REDMOND,1148,Regular,34,Bear Creek
REDMOND,1149,Regular,34,Bear Creek
REDMOND,1150,Regular,36,Education Hill
REDMOND,1151,Regular,36,Education Hill
REDMOND,1152,Regular,36,Education Hill
REDMOND,1153,Regular,36,Education Hill
REDMOND,1154,Middle School,36,Education Hill
REDMOND,1155,Regular,36,Education Hill
REDMOND,1156,Elementary School,36,Education Hill
REDMOND,1157,Park,36,Education Hill
REDMOND,1158,Regular,36,Education Hill
REDMOND,1159,Regular,36,Education Hill
REDMOND,1160,Regular,36,Education Hill
REDMOND,1161,Regular,36,Education Hill
REDMOND,1162,Regular,36,Education Hill
REDMOND,1163,High School,36,Education Hill
REDMOND,1164,Regular,36,Education Hill
REDMOND,1165,Regular,36,Education Hill
REDMOND,1166,Regular,36,Education Hill
REDMOND,1167,Regular,36,Education Hill
REDMOND,1168,Regular,36,Education Hill
REDMOND,1169,Regular,36,Education Hill
REDMOND,1170,Elementary School,36,Education Hill
REDMOND,1171,Regular,39,North Redmond
REDMOND,1172,Regular,39,North Redmond
REDMOND,1173,Regular,39,North Redmond
REDMOND,1174,Regular,39,North Redmond
REDMOND,1175,Regular,39,North Redmond
REDMOND,1176,Elementary School,39,North Redmond
REDMOND,1177,Regular,39,North Redmond
REDMOND,1178,Regular,39,North Redmond
REDMOND,1179,Regular,39,North Redmond
REDMOND,1180,Regular,39,North Redmond
REDMOND,1181,Regular,39,North Redmond
REDMOND,1182,Regular,39,North Redmond
REDMOND,1183,Regular,39,North Redmond
RedmondFringe,1184,Regular,38,Willows / Rose Hill
RedmondFringe,1185,Regular,38,Willows / Rose Hill
RedmondFringe,1186,Park,41,Fringe KC
RedmondFringe,1187,Regular,41,Fringe KC
RedmondFringe,1188,Regular,41,Fringe KC
RedmondFringe,1189,Regular,41,Fringe KC
RedmondFringe,1190,Regular,41,Fringe KC
RedmondFringe,1191,Regular,41,Fringe KC
RedmondFringe,1192,Regular,39,North Redmond
RedmondFringe,1193,Regular,45,Fringe KC
RedmondFringe,1194,Regular,45,Fringe KC
RedmondFringe,1195,Regular,40,English Hill
RedmondFringe,1196,Regular,41,Fringe KC
RedmondFringe,1197,Regular,44,Fringe KC
RedmondFringe,1198,Regular,44,Fringe KC
RedmondFringe,1199,Regular,44,Fringe KC
RedmondFringe,1200,Regular,45,Fringe KC
RedmondFringe,1201,Regular,45,Fringe KC
RedmondFringe,1202,Regular,45,Fringe KC
RedmondFringe,1203,Regular,45,Fringe KC
RedmondFringe,1204,Regular,45,Fringe KC
RedmondFringe,1205,Regular,39,North Redmond
RedmondFringe,1206,Regular,45,Fringe KC
RedmondFringe,1207,Regular,45,Fringe KC
RedmondFringe,1208,Regular,46,Fringe KC
RedmondFringe,1209,Regular,46,Fringe KC
RedmondFringe,1210,Regular,46,Fringe KC
RedmondFringe,1211,Regular,46,Fringe KC
RedmondFringe,1212,Regular,46,Fringe KC
RedmondFringe,1213,Regular,46,Fringe KC
RedmondFringe,1214,Regular,46,Fringe KC
RedmondFringe,1215,Regular,46,Fringe KC
Rest of KC,1231,External,0,
Rest of KC,1232,External,0,
Rest of KC,1233,External,0,
Rest of KC,1234,External,0,
Rest of KC,1235,External,0,
Rest of KC,1236,External,0,
Rest of KC,1237,External,0,
Rest of KC,1238,External,0,
Rest of KC,1239,External,0,
Rest of KC,1240,External,0,
Rest of KC,1241,External,0,
Rest of KC,1242,External,0,
Rest of KC,1243,External,0,
Rest of KC,1244,External,0,
Rest of KC,1245,External,0,
Rest of KC,1246,External,0,
Rest of KC,1247,External,0,
Rest of KC,1248,External,0,
Rest of KC,1249,External,0,
Rest of KC,1250,External,0,
Rest of KC,1251,External,0,
Rest of KC,1252,External,0,
Rest of KC,1253,External,0,
Rest of KC,1254,External,0,
Rest of KC,1255,External,0,
Rest of KC,1256,External,0,
Rest of KC,1257,External,0,
Rest of KC,1258,External,0,
Rest of KC,1259,External,0,
Rest of KC,1260,External,0,
Rest of KC,1261,External,0,
Rest of KC,1262,External,0,
Rest of KC,1263,External,0,
Rest of KC,1264,External,0,
Rest of KC,1265,External,0,
Rest of KC,1266,External,0,
Rest of KC,1267,External,0,
Rest of KC,1268,External,0,
Rest of KC,1269,External,0,
Rest of KC,1270,External,0,
Rest of KC,1271,External,0,
Rest of KC,1272,External,0,
Rest of KC,1273,External,0,
Rest of KC,1274,External,0,
External,1275,External,0,
External,1276,External,0,
External,1277,External,0,
External,1278,External,0,
External,1279,External,0,
External,1280,External,0,
External,1281,External,0,
External,1282,External,0,
External,1283,External,0,
