Jurisdiction,TAZNUM,Type,Subarea,SubareaName
External,1284,External,0,
External,1285,External,0,
External,1286,External,0,
External,1287,External,0,
External,1288,External,0,
External,1289,External,0,
External,1290,External,0,
External,1291,External,0,
External,1292,External,0,
External,1293,External,0,
External,1294,External,0,
Rest of KC,1295,External,0,
Rest of KC,1296,External,0,
Rest of KC,1297,External,0,
Rest of KC,1298,External,0,
Rest of KC,1299,External,0,
Rest of KC,1300,External,0,
Rest of KC,1301,External,0,
Rest of KC,1302,External,0,
Rest of KC,1303,External,0,
Rest of KC,1304,External,0,
Rest of KC,1305,External,0,
Rest of KC,1306,External,0,
Rest of KC,1307,External,0,
Rest of KC,1308,External,0,
Rest of KC,1309,External,0,
Rest of KC,1310,External,0,
Rest of KC,1311,External,0,
Rest of KC,1312,External,0,
Rest of KC,1313,External,0,
Rest of KC,1314,External,0,
Rest of KC,1315,External,0,
Rest of KC,1316,External,0,
Rest of KC,1317,External,0,
External,1318,External,0,
External,1319,External,0,
External,1320,External,0,
External,1321,External,0,
External,1322,External,0,
External,1323,External,0,
Rest of KC,1324,External,0,
Rest of KC,1325,External,0,
Rest of KC,1326,External,0,
Rest of KC,1327,External,0,
Rest of KC,1328,External,0,
Rest of KC,1329,External,0,
Rest of KC,1330,External,0,
Rest of KC,1331,External,0,
Rest of KC,1332,External,0,
Rest of KC,1333,External,0,
Rest of KC,1334,External,0,
Rest of KC,1335,External,0,
Rest of KC,1336,External,0,
Rest of KC,1337,External,0,
Rest of KC,1338,External,0,
Rest of KC,1339,External,0,
Rest of KC,1340,External,0,
Rest of KC,1341,External,0,
Rest of KC,1342,External,0,
Rest of KC,1343,External,0,
Rest of KC,1344,External,0,
Rest of KC,1345,External,0,
External,1346,External,0,
External,1347,External,0,
External,1348,External,0,
External,1349,External,0,
External,1350,External,0,
External,1351,External,0,
External,1352,External,0,
External,1353,External,0,
External,1354,External,0,
Rest of KC,1355,External,0,
